text,user,location,date
"RT @NLFD_org: FSMB 'Strongly Opposes' State Laws Barring Disinfo Docs From Discipline. 

Why would state legislators support doctors who sp?€?",TanziaMill,"Oregon, USA",11-Dec-2021
"In The Face Of An Imminent Omicron Wave, Public Health Officials Seek To Optimize Timing Of Covid-19 Vaccine Booste?€? https://t.co/i4J1qiSiSk",MarcuswevansSr,United States,11-Dec-2021
RT @RapunzelBrunet1: @CleClinicMD It's egregious that Cleveland Clinic would feed into Covid-19 vaccine hysteria and misinformation.,jonthetherapist,"Michigan, USA",11-Dec-2021
"RT @VallachianR: Romania invents new Covid-19 vaccine, 100% effective against all virus variants and zero side effects.",spudahoi90,United States of AMERICA ,11-Dec-2021
"RT @AZDHS: Sixteen- and 17-year-olds are now recommended for booster doses of safe, free and highly effective #COVID19 vaccine. That?€?s in a?€?",Heart10Looks3,"Arizona, USA",11-Dec-2021
"RT @SLC_Latino: Dayanna Ramirez, Young Ambassador '16, will be working as a Health Education Assistant for providers with the LA Dept. of P?€?",visittheusauno,The United States of America,11-Dec-2021
RT @OccupyDemocrats: BREAKING: NY Governor Kathy Hochul orders restaurants and stores to institute either vaccine or mask mandates in their?€?,ricosangel333,United States,11-Dec-2021
"RT @nytimes: Only about one in 10 Americans say that receiving the Covid-19 vaccine would violate their religious beliefs, while about 60%?€?",pmcg,"North Carolina, USA",11-Dec-2021
RT @NMDOH: Millions of people in the United States have received COVID-19 vaccines under the most intensive safety monitoring in U.S. histo?€?,katspjz,Northern Hemisphere-USA-NM ,11-Dec-2021
"RT @amhistorymuseum: This small glass vial, now empty, once contained some of the first doses of Pfizer Inc.?€?s Pfizer-BioNTech COVID-19 vac?€?",visittheusauno,The United States of America,11-Dec-2021
RT @BakkahPubs: NEW: Shaykh Abu Anwar Salim ibn 'Abdillah Bamehriz @saobamehriz (may Allah bless &amp; preserve him) offers important advice ab?€?,abdulhakeemtwit,"Georgia, USA",11-Dec-2021
RT @BNODesk: Dutch website owner arrested for selling material which allowed people to avoid getting the COVID-19 vaccine by infecting them?€?,Trinitydraco1,"Vermont, USA",11-Dec-2021
"For a vaccine that doesn't work.
https://t.co/J5rRna6zG8",SeaGlass1221,USA,11-Dec-2021
RT @smithsonian: This vial contained some of the first known COVID-19 vaccine doses administered in the U.S. Our @amhistorymuseum has added?€?,visittheusauno,The United States of America,11-Dec-2021
"It is hard to convince the unvaccinated to get the vaccine; thus, it will be difficult for the uptick in positive c?€? https://t.co/KoQ0OF09zv",PatriciaLutz6,"New Jersey,(Shore) USA",11-Dec-2021
@iohaneko I don?€?t believe for a second you are short of information on the benefits of the vaccine. I?€?m posting thi?€? https://t.co/YjJcIv2plF,Chris979817,"Texas, USA",11-Dec-2021
RT @GetVaxAnswers: A COVID-19 vaccine can help protect your child and your whole family from getting COVID-19. Talk to your pediatrician or?€?,tlcss1973,"Alaska, USA",11-Dec-2021
RT @CDCgov: CDC recommends all people ages 5 years and older get vaccinated against #COVID19. CDC?€?s COVID Data Tracker now displays vaccina?€?,JuneMcMullen4,"Arizona, USA",11-Dec-2021
"DISGUSTING...
Europe sent Nigeria up to 1 million near-expired doses of covid-19 vaccine https://t.co/WmjwB5QvOB via @Yahoo",Chikaokekeagulu,"Princeton, NJ, USA",11-Dec-2021
"RT @PattyMurray: One year ago, @US_FDA authorized the very first COVID-19 vaccine.

Since then, we?€?ve gotten over 475 million doses into ar?€?",TyberZannxxxx,"Blackwood, NJ, USA",11-Dec-2021
RT @cleverly1187: Demonstrators Against Vaccine Mandates And COVID-19 Restrictions Protest... https://t.co/cLh3CQLFTd via @YouTube,purebloodchick,"In Your Mind, Rent Free USA",11-Dec-2021
RT @_whitneywebb: NEW Podcast - @loffredojeremy joins me to discuss the vaccine inequity argument common among the left as it relates to Af?€?,AhmedRashardX,"Indianapolis, IN., USA",11-Dec-2021
RT @BasedGodsGirl: COVID-19 Vaccine Causes AIDS Warns Dr. Zelenko When will our leaders stand in truth without fear? @Jim_Jordan @GovRonDeS?€?,dennis27721,"Hawaii, USA",11-Dec-2021
Millions of people in the United States have received COVID-19 vaccines under the most intensive safety monitoring?€? https://t.co/Ba1rqpLhH7,NMDOH,"New Mexico, USA",11-Dec-2021
"Dr. Janice Lea, BOD Mem, is recognized with Presidential Volunteer Service Award for advancing AAKP's COVID risk ed?€? https://t.co/dq4B2eWAi4",KidneyPatients,United States,11-Dec-2021
"180 year medical journal, BMJ - experimental covid19 vaccine trial active now and we can not tell if the vaccines w?€? https://t.co/VWQ21CbQjy",CJ77944664,USA,11-Dec-2021
RT @DrEricDing: ??????Time for VE data?€?2 shot vaccine effectiveness against symptomatic #Omicron is not good. ????????data says 2 doses isn?€?t strong?€??€?,laddeeinred,"Washington, USA",11-Dec-2021
State Vaccine Incentive Lottery Programs and Uptake of COVID-19 Vaccinations https://t.co/89fV51VOhB via?€? https://t.co/VQ6WiyBJTU,EileenChoffnes,"District of Columbia, USA",11-Dec-2021
RT @Idaho__Patriot: More data out of Israel confirms again the superiority of natural immunity vs. vaccine induced immunity. Policy makers?€?,AhmedRashardX,"Indianapolis, IN., USA",11-Dec-2021
"RT @DirectorJiYoung: Take a listen to some of my brave friends asking Dr. Lee Savio Beers questions about the COVID-19 vaccine. 

We all kn?€?",Mondakwe,"Nevada, USA",11-Dec-2021
"The Big Pivot: Merck Falters on Covid-19 Vaccine, Then Makes One for Rival J&amp;J ?€? WSJ ?€? The Wall Street??Journal https://t.co/IqY3uUyH22",TodayHeadline42,United States,11-Dec-2021
"The impact of #COVID19 in our communities. #WearAMask #GetVaccinatedNow 
https://t.co/GfIVbinmv1",DaleVanDemark,"Washington, DC, USA",11-Dec-2021
"RT @ZNeveri: Dr. Nagase Reviews ?€?Shocking?€? Stats From Released Covid-19 Pfizer Vaccine Documents

Full Video
https://t.co/6v81KkG7qb https:?€?",DINARWILSON,"California, USA",11-Dec-2021
"RT @AliHMokdad: ""Dr. Anthony Fauci said a booster shot specifically for the Omicron variant of COVID-19 may not be necessary for vaccinated?€?",Sue_Sullivan,"Albuquerque, New Mexico, USA",11-Dec-2021
RT @starsandstripes: A Navy commander has been fired from his job as the executive officer of a warship because he refused to get a COVID-1?€?,VoteBlue4Us,United States,11-Dec-2021
"RT @FollowMercy: It's true: COVID can cause erectile dysfunction. Dr. Anna Bailey explains why, and how to avoid it.

https://t.co/rn3mDeyv?€?",wambajim,United States,11-Dec-2021
"RT @NLFD_org: FSMB 'Strongly Opposes' State Laws Barring Disinfo Docs From Discipline. 

Why would state legislators support doctors who sp?€?",yejnes,"Glocester, RI, USA",11-Dec-2021
RT @_whitneywebb: NEW Podcast - @loffredojeremy joins me to discuss the vaccine inequity argument common among the left as it relates to Af?€?,wpatricia910,United States,11-Dec-2021
"RT @dusty_dweller: NEW WEBSITE FOR COVID-19 VACCINE INJURED !!
https://t.co/2b8ehukULN https://t.co/cL3DduFEpi",drgnwolf2,United States,11-Dec-2021
"RT @JustinTrudeau: It?€?s here, at vaccine clinics, that we?€?ll finish the fight against COVID-19. To all of the kids and parents who were at?€?",HenninJones,USA and Mexico,11-Dec-2021
"RT @stephanieseneff: This article is well done and informative re Pfizer's own information about its COVID-19 vaccine.

https://t.co/OUBUZt?€?",problemsolver08,United States,11-Dec-2021
"RT @NLFD_org: FSMB 'Strongly Opposes' State Laws Barring Disinfo Docs From Discipline. 

Why would state legislators support doctors who sp?€?",evebmd,"Illinois, USA",11-Dec-2021
Nothing to see here. https://t.co/syIPoWGlZE,definatelyNNGMI,"South Carolina, USA",11-Dec-2021
"Recently, @LLUHealth has been granted $20,000 to mobilize COVID-19 #vaccination teams to minority populations in So?€? https://t.co/ngz20rkzcw",Pharm4Me,USA,11-Dec-2021
"RT @hjelle_brian: I am excited af that some prophylaxis may now be possible for badly immunocompromised, thanks to modifications that exten?€?",libraryluna,"Florida, USA",11-Dec-2021
"RT @dusty_dweller: NEW WEBSITE FOR COVID-19 VACCINE INJURED !!
https://t.co/2b8ehukULN https://t.co/cL3DduFEpi",patriot_winner,USA,11-Dec-2021
RT @CDPHE: Get your COVID-19 vaccine or booster! There are now more places to get the lifesaving COVID-19 vaccine in Colorado. Appointments?€?,chugs1222,"Colorado, USA",11-Dec-2021
"RT @calvinrobinson: This is all coming out because Moderna wants to cut the US (NIAID/NIH) out of patent rights

They're exposing themselve?€?",DanaRuxi123,"Oregon, USA",11-Dec-2021
"RT @NLFD_org: FSMB 'Strongly Opposes' State Laws Barring Disinfo Docs From Discipline. 

Why would state legislators support doctors who sp?€?",vet_dot,"Georgia, USA",11-Dec-2021
"RT @TownofEstesPark: The mobile COVID-19 vaccine unit is back in Estes Park today, at the Estes Park high school parking lot. Drop-ins welc?€?",ToniCorinne,"Colorado, USA",11-Dec-2021
RT @VirusesImmunity: These results indicate that nasal vaccines induce IgA and promote better cross-protective immunity against viral varia?€?,vet_dot,"Georgia, USA",11-Dec-2021
"RT @GeenaJagger: Tick
Tick
BOOM ????
Of course thats what Pfizer???? says
https://t.co/EAcMF0WqfD",GJohnston2014,"Washington, USA",11-Dec-2021
"RT @calvinrobinson: This is all coming out because Moderna wants to cut the US (NIAID/NIH) out of patent rights

They're exposing themselve?€?",TrumpTr32537922,"Georgia, USA",11-Dec-2021
RT @michell48971532: Fill out the form for a new patient at any time of the day. 50% of their patients are Covid-19. They are experts on Co?€?,bellevue1970,"Nebraska, USA",11-Dec-2021
RT @LionelMedia: What?€?s the hurry? https://t.co/Yg7zVQilW6,SandersonNoreen,"Pennsylvania, USA",11-Dec-2021
Brazilian Ministry of Health suffers cyberattack and loses Covid-19 vaccine data https://t.co/pyN27XmmPH,TargetedInt,United States,11-Dec-2021
RT @GetVaxAnswers: A COVID-19 vaccine can help protect your child and your whole family from getting COVID-19. Talk to your pediatrician or?€?,dickeyx2,"California, USA",11-Dec-2021
COVID-19 hospitalizations at Asante have risen slightly since yesterday. Please continue to take precautions to slo?€? https://t.co/ZCeuiPfyaB,AsanteHS,"Oregon, USA",11-Dec-2021
RT @EmmaSayle: Please help me understand this. I am double vaccinated. Last month I was ill with COVID-19. I passed it onto my family. Ther?€?,SoCalValleyGal,"California, USA",11-Dec-2021
RT @DrEricDing: ??????Time for VE data?€?2 shot vaccine effectiveness against symptomatic #Omicron is not good. ????????data says 2 doses isn?€?t strong?€??€?,progressabounds,"Florida, USA",11-Dec-2021
RT @VirusesImmunity: These results indicate that nasal vaccines induce IgA and promote better cross-protective immunity against viral varia?€?,AndiLJones,"California, USA",11-Dec-2021
RT @gingerukcats: @RepCawthorn I served for 27 years and the COVID-19 vaccine is one of many mandated. You took every single one because yo?€?,BruceTheCameron,"Missouri, USA",11-Dec-2021
"@King_o_the_Dead @Anita04574059 @jen_mn @biscuitz231 @wellsab @JoJoFromJerz ?€?During this time, VAERS received 10,12?€? https://t.co/wS658f8FcW",kenhll555,"Tennessee, USA",11-Dec-2021
RT @LionelMedia: What?€?s the hurry? https://t.co/Yg7zVQilW6,wake_pc,"Kentucky, USA",11-Dec-2021
What?€?s the hurry? https://t.co/Yg7zVQilW6,LionelMedia,"Hell's Kitchen, USA",11-Dec-2021
RT @BNODesk: Dutch website owner arrested for selling material which allowed people to avoid getting the COVID-19 vaccine by infecting them?€?,ksf77,"New Jersey, USA",11-Dec-2021
RT @GetVaxAnswers: A COVID-19 vaccine can help protect your child and your whole family from getting COVID-19. Talk to your pediatrician or?€?,DarrellLackey1,"California, USA",11-Dec-2021
"genital necrosis. She had received her first dose of Pfizer?€?BioNTech BNT162b2 mRNA  
COVID-19 vaccine 26 days befor?€? https://t.co/nEQyfZhmEC",KevinIBrewster1,"Texas, USA",11-Dec-2021
RT @BLNewsMedia: [DOCUMENTARY] Vaccine-injured individuals &amp; health professionals courageously speak up and out against the narrative that?€?,haze265,USA,11-Dec-2021
"RT @fredhutch: ""One thing that is clear from #Omicron is that the virus... is not going to go away. There's a need for better vaccines."" Le?€?",JamesKelseyART,"Washington, USA",11-Dec-2021
RT @HHSGov: Amanda thought she?€?d never see her family again after she spent 11 days intubated in a hospital with COVID-19. Her biggest regr?€?,pjaryanmd,United States,11-Dec-2021
RT @SenatorLankford: I will continue to stand with the National Guard. No one should lose their job &amp; benefits when they choose to not take?€?,markel4004,"Oklahoma, USA",11-Dec-2021
"RT @KFF: #COVID19 vaccinations among 12-17 year olds has slowed, with 1/2 of parents reporting their teen had at least one dose ?€? little ch?€?",SueLeugers,"Ohio, USA",11-Dec-2021
"VERY tired of people moving goalposts about the COVID-19 vaccine, trying to say it is supposed to do things it was?€? https://t.co/lYrtGxeiTC",klarth,"a Midwest Rust Belt City, USA",11-Dec-2021
"RT @JoannaTeglund: Adverse drug reactions (ADRs)
7 days update from Nov. 30

Smallpox vaccine: 6,900 (+1)
Measles vaccine: 5,838 (+2)
Polio?€?",NoelleTMD,United States,11-Dec-2021
"RT @DavidJHarrisJr: More children die from the COVID vaccine than are saved by it.
https://t.co/ZUo4SbvHss",jb0253jb,"California, USA",11-Dec-2021
"5 updates on Pfizer, Moderna and J&amp;J COVID-19 vaccine efficacy - Becker?€?s Hospital Review https://t.co/1xj7YOxXOX https://t.co/iZz5aAP6DC",AirMedToday,USA,11-Dec-2021
Peter Doshi U.S. Senator Ron Johnson Holds Panel in DC on COVID-19 Vaccine Mandates and Injuries https://t.co/vvw1j1KE9Z,amdupont,"Texas, USA",11-Dec-2021
"RT @GoConquerNow: @disclosetv Genuine question: Is there a link between the COVID-19 vaccine and footballers collapsing?

https://t.co/vkHJ?€?",DeepInTropics,Florida USA,11-Dec-2021
"""People who are immunocompromised in a manner similar to those who have undergone solid organ transplantation have?€? https://t.co/JpiTFrRPdC",klarth,"a Midwest Rust Belt City, USA",11-Dec-2021
"RT @AHS_media: Further, as of Nov. 26, 2021, nearly 60 million doses of vaccine have been administered in Canada. Of those, serious adverse?€?",nodank_,United States,11-Dec-2021
"RT @AHS_media: Of the nearly 7 million doses of COVID-19 vaccine administered in Alberta as of Dec. 5, 2021, there have been reports of adv?€?",nodank_,United States,11-Dec-2021
"RT @RMConservative: watered down, but a start https://t.co/DIhON16d2C",Christi43919339,"Minnesota, USA",11-Dec-2021
"RT @CDCgov: As of December 9, 2021, 23 states have announced #COVID19 cases caused by the Omicron variant. As the weather gets colder and p?€?",Stephanie_S_777,"Connecticut, USA",11-Dec-2021
"RT @TheValuesVoter: It appears from the CDC vaccine data (https://t.co/y3OuqvxRSG) that, of the 100 most vaccinated counties in America, 85?€?",LibertyBelle_1,"Virginia, USA",11-Dec-2021
"RT @NLFD_org: FSMB 'Strongly Opposes' State Laws Barring Disinfo Docs From Discipline. 

Why would state legislators support doctors who sp?€?",buckleyswartz,USA,11-Dec-2021
"RT @RMConservative: watered down, but a start https://t.co/DIhON16d2C",sailinggirl73,United States,11-Dec-2021
"RT @RMConservative: watered down, but a start https://t.co/DIhON16d2C",irritatedwoman,United States,11-Dec-2021
RT @SenDuckworth: A quick reminder as we mark one year since the FDA approved the Pfizer COVID-19 vaccine for emergency use: Vaccines save?€?,GrayTe01,"Texas, USA",11-Dec-2021
"RT @KFF: Most parents say #COVID19 is a bigger threat to their kids than the vaccine, but there?€?s a partisan divide on this question.
 
Abo?€?",raymondjames552,"Missouri, USA",11-Dec-2021
"RT @PressHerald: Despite the weather, hundreds of people turned out Saturday for a walk-in COVID-19 vaccine clinic. At the same time a team?€?",kjelenfy,"Maine, USA",11-Dec-2021
