text,location,date
RT @irishtimesvideo: ??? VIDEO: Timelapse footage captures large queues at UCD Covid-19 booster vaccine clinic https://t.co/S8M9a1NCli,"Massachusetts, USA",09-Dec-2021
RT @1drcole: (CNN)The Senate voted Wednesday night to overturn President Joe Biden's Covid-19 vaccine or testing mandate for private busine?€?,"Florida, USA",09-Dec-2021
"RT @GregAbbott_TX: Since day one, Texas has taken a stand against the federal government's unconstitutional COVID-19 vaccine mandates.

We?€?","Texas, USA",09-Dec-2021
"RT @PatrioticTrauma: #pandemicoftheunvaccinated

552 Fully Vaccinated Oregon Residents Died Of COVID-19, Half Received Pfizer Vaccine https?€?","Louisiana, USA",09-Dec-2021
RT @AP: The omicron variant is a reminder of what scientists have warned for months: COVID-19 will thrive as long as vast parts of the worl?€?,USA????????,09-Dec-2021
RT @bennyjohnson: BREAKING: Senate votes 52-48 to repeal the Biden Administration?€?s COVID-19 Vaccine Mandate for private employers.,USA ???????? ,09-Dec-2021
"RT @Thewiseonewon: ?€?Why is this not a front page story everywhere?€??  Covid 19 was purposely released on the American people. 

HUGE! Glenn?€?","Mid-Missouri,  USA",09-Dec-2021
"RT @Reuters: British Prime Minister Boris Johnson imposed tougher COVID-19 restrictions in England, ordering people to work from home, wear?€?",Japan - USA,09-Dec-2021
"RT @RWMaloneMD: Censored and Deleted by YouTube. 
Peter Doshi testimony. U.S. Senator Ron Johnson Holds Panel in DC on COVID-19 Vaccine Man?€?",anytown USA,09-Dec-2021
Watch and wonder.  And share  https://t.co/lp3KyQcjKQ,anytown USA,09-Dec-2021
"RT @ElectionWiz: FDA DOUBLES DOWN: Asks Judge to Grant it Until Year 2096 to Fully Release Pfizer?€?s COVID-19 Vaccine Data

https://t.co/Ymv?€?","Illinois, USA",09-Dec-2021
RT @newsmax: DEVELOPING: The Democratic-controlled U.S. Senate on Wednesday approved a Republican measure that would overturn President Joe?€?,"Michigan, USA",09-Dec-2021
"RT @MerissaHansen17: Africa CDC: Nations might turn to COVID-19 vaccine mandates

Stupid CDC.  https://t.co/0bfbGdFF6s",USA,09-Dec-2021
RT @ACTforAmerica: A California mother says her 13-year-old son was told not to say anything after being given the COVID-19 vaccine in exch?€?,"Kansas, USA",09-Dec-2021
RT @PrisonPlanet: The US Food and Drug Administration has elongated the timespan it will take to make public clinical data about Pfizer?€?s C?€?,Colorado Springs... USA!!!,09-Dec-2021
RT @newsmax: DEVELOPING: The Democratic-controlled U.S. Senate on Wednesday approved a Republican measure that would overturn President Joe?€?,"Pennsylvania, USA",09-Dec-2021
RT @PrisonPlanet: The US Food and Drug Administration has elongated the timespan it will take to make public clinical data about Pfizer?€?s C?€?,USA ,09-Dec-2021
"Africa CDC: Nations might turn to COVID-19 vaccine mandates

Stupid CDC.  https://t.co/0bfbGdFF6s","Texas, USA",09-Dec-2021
RT @bennyjohnson: BREAKING: Senate votes 52-48 to repeal the Biden Administration?€?s COVID-19 Vaccine Mandate for private employers.,"Texas, USA",09-Dec-2021
"RT @business: A WHO panel says it's best to give people two doses of the same Covid-19 vaccine, recommending against mixing and matching ex?€?","Arkansas, USA",09-Dec-2021
RT @The_EastAfrican: Rwanda reaches 30 per cent vaccination coverage after more than 3.8 million people received the full dose of the Covid?€?,USA,09-Dec-2021
RT @AP: Vaccine makers are racing to update their COVID-19 shots against the newest coronavirus threat even before it?€?s clear a change is n?€?,"Arkansas, USA",09-Dec-2021
"RT @ChuckCallesto: BREAKING REPORT: FDA Says It Now Needs 75 Years to FULLY RELEASE Pfizer COVID-19 Vaccine Data...

Worldwide Life expecta?€?","Ohio, USA",09-Dec-2021
RT @ACTforAmerica: A California mother says her 13-year-old son was told not to say anything after being given the COVID-19 vaccine in exch?€?,"Oklahoma, USA",09-Dec-2021
"RT @ChuckCallesto: BREAKING REPORT: FDA Says It Now Needs 75 Years to FULLY RELEASE Pfizer COVID-19 Vaccine Data...

Worldwide Life expecta?€?","Oregon, USA",09-Dec-2021
"RT @AZDHS: In October, fully vaccinated individuals were 15.2 times less likely to die than the unvaccinated if they contracted #COVID19 an?€?","Arizona, USA",09-Dec-2021
RT @1drcole: (CNN)The Senate voted Wednesday night to overturn President Joe Biden's Covid-19 vaccine or testing mandate for private busine?€?,USA,09-Dec-2021
Manchin as deaths increase in WV don?€?t say shit when folks you need to vote for you in 2024 can?€?t because there dea?€? https://t.co/9YAj0EtKvk,"Virginia, USA",09-Dec-2021
"In Jesus Name We Pray
In Jesus Name We Repent
God Bless all the People affected and their Families
God Bless all th?€? https://t.co/taELoTTn9l",USA,09-Dec-2021
"RT @TheTNHoller: ?€?Since May 2021, people living in counties that voted heavily for Trump nearly THREE TIMES AS LIKELY TO DIE FROM COVID-19?€??€?","California, USA",09-Dec-2021
RT @newsnationam: The Senate approved a resolution overturning the Biden administration?€?s requirement that businesses with at least 100 emp?€?,"New York, USA",09-Dec-2021
"RT @ChuckCallesto: BREAKING REPORT: FDA Says It Now Needs 75 Years to FULLY RELEASE Pfizer COVID-19 Vaccine Data...

Worldwide Life expecta?€?","Illinois, USA",09-Dec-2021
RT @PrisonPlanet: The US Food and Drug Administration has elongated the timespan it will take to make public clinical data about Pfizer?€?s C?€?,Oklahoma & Colorado USA,09-Dec-2021
So much for the COVID-19 vaccine preventing you from getting COVID-19. ???? https://t.co/AeIOljbong,"Connecticut, USA",09-Dec-2021
"RT @VanityFair: Republican Sen. Roger Marshall, who is a doctor by training, has said that he will continue to rally support to overturn th?€?","North Carolina, USA",09-Dec-2021
RT @1drcole: (CNN)The Senate voted Wednesday night to overturn President Joe Biden's Covid-19 vaccine or testing mandate for private busine?€?,"Michigan, USA",09-Dec-2021
"RT @GrahamAllen_1: BREAKING: Senate votes 52-48 to repeal the Biden Administration?€?s COVID-19 Vaccine Mandate for private employers!!!!

KE?€?","Florida, USA",09-Dec-2021
(CNN)The Senate voted Wednesday night to overturn President Joe Biden's Covid-19 vaccine or testing mandate for pri?€? https://t.co/6FCApAOyj9,"Maine, USA",09-Dec-2021
"RT @ChuckCallesto: BREAKING REPORT: FDA Says It Now Needs 75 Years to FULLY RELEASE Pfizer COVID-19 Vaccine Data...

Worldwide Life expecta?€?","NOYB, USA",09-Dec-2021
"RT @ChuckCallesto: BREAKING REPORT: FDA Says It Now Needs 75 Years to FULLY RELEASE Pfizer COVID-19 Vaccine Data...

Worldwide Life expecta?€?","Ohio, USA",09-Dec-2021
RT @PrisonPlanet: The US Food and Drug Administration has elongated the timespan it will take to make public clinical data about Pfizer?€?s C?€?,USA,09-Dec-2021
"RT @ChuckCallesto: BREAKING REPORT: FDA Says It Now Needs 75 Years to FULLY RELEASE Pfizer COVID-19 Vaccine Data...

Worldwide Life expecta?€?",USA,09-Dec-2021
"RT @GreenPartyUS: Statement from the Green Party US Steering Committee supporting ""the use of vaccines, vaccine mandates and quarantines as?€?","Massachusetts, USA",09-Dec-2021
RT @InformedNJNurse: Pfizer and BioNTech said Wednesday that two doses of their COVID-19 vaccine ?€?may not?€? offer sufficient protection agai?€?,"North Carolina, USA",09-Dec-2021
RT @bennyjohnson: BREAKING: Senate votes 52-48 to repeal the Biden Administration?€?s COVID-19 Vaccine Mandate for private employers.,"Florida, USA",09-Dec-2021
Pfizer and BioNTech said Wednesday that two doses of their COVID-19 vaccine ?€?may not?€? offer sufficient protection a?€? https://t.co/SZBAstVhfN,"New Jersey, USA",09-Dec-2021
RT @bennyjohnson: BREAKING: Senate votes 52-48 to repeal the Biden Administration?€?s COVID-19 Vaccine Mandate for private employers.,"Ohio, USA",09-Dec-2021
RT @EmmaSayle: Please help me understand this. I am double vaccinated. Last month I was ill with COVID-19. I passed it onto my family. Ther?€?,USA,09-Dec-2021
RT @PrisonPlanet: The US Food and Drug Administration has elongated the timespan it will take to make public clinical data about Pfizer?€?s C?€?,"Florida, USA",09-Dec-2021
RT @newsmax: DEVELOPING: The Democratic-controlled U.S. Senate on Wednesday approved a Republican measure that would overturn President Joe?€?,"Delray Beach,FL,USA??€???",09-Dec-2021
RT @PrisonPlanet: The US Food and Drug Administration has elongated the timespan it will take to make public clinical data about Pfizer?€?s C?€?,"New York, USA #D1",09-Dec-2021
The Undeniable COVID 19 Vaccine Truth 2020 Projected vs. 2021 Realized: Sam Rohrer and Professor Dolores Cahill https://t.co/T4gOr5KXIR,USA,09-Dec-2021
RT @CambMA: Are you having a problem finding a COVID-19 vaccine booster? The City of Cambridge is offering clinics for people who live or w?€?,"Cambridge, MA USA",09-Dec-2021
"RT @ChuckCallesto: BREAKING REPORT: FDA Says It Now Needs 75 Years to FULLY RELEASE Pfizer COVID-19 Vaccine Data...

Worldwide Life expecta?€?","Arizona, USA",09-Dec-2021
RT @PRRIpoll: PRRI and @ifyc have released 2 surveys on trends in vaccine hesitancy and acceptance as well as vaccination mandates and reli?€?,"Philadelphia, Pennsylvania USA",09-Dec-2021
Elkin preschool shuts down due to low number of staff following COVID vaccine mandate https://t.co/22WiJgefsX,"New Jersey, USA",09-Dec-2021
"RT @ChuckCallesto: BREAKING REPORT: FDA Says It Now Needs 75 Years to FULLY RELEASE Pfizer COVID-19 Vaccine Data...

Worldwide Life expecta?€?","District of Columbia, USA",09-Dec-2021
RT @fox32news: A downstate Illinois lawmaker wants to make it illegal to deny someone a job over their vaccination status.  https://t.co/hm?€?,"Illinois, USA",09-Dec-2021
Africa CDC: Nations might turn to COVID-19 vaccine mandates https://t.co/uMNKlaMFJM,"Redmond, WA, USA",09-Dec-2021
"RT @GregAbbott_TX: Since day one, Texas has taken a stand against the federal government's unconstitutional COVID-19 vaccine mandates.

We?€?","California, USA",09-Dec-2021
RT @Reuters: The Democratic-controlled U.S. Senate approved a Republican measure that would overturn President Joe Biden's COVID-19 vaccine?€?,"Florida, USA",09-Dec-2021
"RT @Thewiseonewon: ?€?Why is this not a front page story everywhere?€??  Covid 19 was purposely released on the American people. 

HUGE! Glenn?€?","Arizona, USA",09-Dec-2021
RT @bennyjohnson: BREAKING: Senate votes 52-48 to repeal the Biden Administration?€?s COVID-19 Vaccine Mandate for private employers.,"New Jersey, USA",09-Dec-2021
RT @AP: Vaccine makers are racing to update their COVID-19 shots against the newest coronavirus threat even before it?€?s clear a change is n?€?,"South Carolina, USA",09-Dec-2021
"RT @GregAbbott_TX: Since day one, Texas has taken a stand against the federal government's unconstitutional COVID-19 vaccine mandates.

We?€?","Texas, USA",09-Dec-2021
"RT @DirectorJiYoung: Take a listen to some of my brave friends asking Dr. Lee Savio Beers questions about the COVID-19 vaccine. 

We all kn?€?","Texas, USA",09-Dec-2021
RT @ACTforAmerica: A California mother says her 13-year-old son was told not to say anything after being given the COVID-19 vaccine in exch?€?,"Illinois, USA",09-Dec-2021
"RT @GregAbbott_TX: Since day one, Texas has taken a stand against the federal government's unconstitutional COVID-19 vaccine mandates.

We?€?","UT, USA",09-Dec-2021
RT @ACTforAmerica: A California mother says her 13-year-old son was told not to say anything after being given the COVID-19 vaccine in exch?€?,"New York, USA",09-Dec-2021
"RT @DrLahariya: if person get COVId-19 vaccine in the afternoon, instead of morning, more antibodies are formed. 

Immune response is influ?€?","VA, USA",09-Dec-2021
RT @bennyjohnson: BREAKING: Senate votes 52-48 to repeal the Biden Administration?€?s COVID-19 Vaccine Mandate for private employers.,"California, USA",09-Dec-2021
"RT @GrahamAllen_1: BREAKING: Senate votes 52-48 to repeal the Biden Administration?€?s COVID-19 Vaccine Mandate for private employers!!!!

KE?€?","New Jersey, USA",09-Dec-2021
"RT @MSNBC: ?€?Right now, the booster [is] looking really, really good against omicron,?€? Meg Tirrell says of Pfizer data showing its booster d?€?","Arkansas, USA",09-Dec-2021
"RT @ChuckCallesto: BREAKING REPORT: FDA Says It Now Needs 75 Years to FULLY RELEASE Pfizer COVID-19 Vaccine Data...

Worldwide Life expecta?€?","New York, USA",09-Dec-2021
The Senate voted Wednesday to reverse the Biden administration?€?s COVID-19 vaccine-or-test mandate under the Occupat?€? https://t.co/kxZmKILivQ,USA,09-Dec-2021
RT @bennyjohnson: BREAKING: Senate votes 52-48 to repeal the Biden Administration?€?s COVID-19 Vaccine Mandate for private employers.,"Texas, USA",09-Dec-2021
"RT @washingtonpost: Covid-19 live updates: Omicron may require fourth vaccine dose, Pfizer says 
https://t.co/lu31N7sE04","California, USA",09-Dec-2021
"RT @Thewiseonewon: ?€?Why is this not a front page story everywhere?€??  Covid 19 was purposely released on the American people. 

HUGE! Glenn?€?","Florida, USA",09-Dec-2021
RT @bennyjohnson: BREAKING: Senate votes 52-48 to repeal the Biden Administration?€?s COVID-19 Vaccine Mandate for private employers.,USA  ???????????????????????? ,09-Dec-2021
"RT @Thewiseonewon: ?€?Why is this not a front page story everywhere?€??  Covid 19 was purposely released on the American people. 

HUGE! Glenn?€?",USA/SC,09-Dec-2021
FDA Doubles Down: Asks Federal Judge to Grant it Until at Least the Year 2096 to Fully Release Pfizer?€?s COVID-19 Va?€? https://t.co/WwNcsoPE90,USA ????????,09-Dec-2021
RT @SanfordHealth: Here are the latest numbers of patients hospitalized due to COVID-19. Getting vaccinated can help protect against COVID-?€?,Rural Red USA,09-Dec-2021
"RT @DirectorJiYoung: Take a listen to some of my brave friends asking Dr. Lee Savio Beers questions about the COVID-19 vaccine. 

We all kn?€?",USA,09-Dec-2021
"RT @watergatesummer: ""Pfizer says new study shows that three doses of its COVID-19 vaccine protect against the Omicron variant""  https://t.?€?","New York City, USA",09-Dec-2021
"RT @GrahamAllen_1: BREAKING: Senate votes 52-48 to repeal the Biden Administration?€?s COVID-19 Vaccine Mandate for private employers!!!!

KE?€?","LongviewTexas, USA",09-Dec-2021
RT @EmmaSayle: Please help me understand this. I am double vaccinated. Last month I was ill with COVID-19. I passed it onto my family. Ther?€?,"Florida, USA",09-Dec-2021
"RT @SArtiga2: And we lack data to know which children are and are not getting the vaccine

https://t.co/0bCrdrAazB","Virginia, USA",09-Dec-2021
"RT @PlatinumPostNg: Covid-19 Vaccine: ?€?Be grateful to reuters?€?- Shehu Sani tells Nigerians #Nigeria, #News https://t.co/IcfgGTDdGD","New Hampshire, USA",09-Dec-2021
RT @bennyjohnson: BREAKING: Senate votes 52-48 to repeal the Biden Administration?€?s COVID-19 Vaccine Mandate for private employers.,"Texas, USA",09-Dec-2021
"RT @MSNBC: ?€?Right now, the booster [is] looking really, really good against omicron,?€? Meg Tirrell says of Pfizer data showing its booster d?€?","California, USA",09-Dec-2021
RT @CambMA: Are you having a problem finding a COVID-19 vaccine booster? The City of Cambridge is offering clinics for people who live or w?€?,"Cambridge, MA (USA)",09-Dec-2021
"Behold, the Many Ways Pro-Death Republicans Are Going After Biden?€?s Vaccine Mandates https://t.co/QqI5tpKSeQ via @VanityFair","Wisconsin, USA",09-Dec-2021
Some of the fears around the Omicron variant ebbed after BioNTech and Pfizer said three shots of their COVID-19 vac?€? https://t.co/uhHSfdAkxD,USA,09-Dec-2021
"RT @washingtonpost: Covid-19 live updates: Omicron may require fourth vaccine dose, Pfizer says 
https://t.co/lu31N7sE04",USA ; the internet,09-Dec-2021
@uklockdown @PPaulanchor yeah so are vaxxers as they can spread covid even after being fully vaccinated! The covid-?€? https://t.co/2NDkX6iwSH,USA,09-Dec-2021
RT @Gizmodo: U.S. Senate Votes to Block President Biden's Vaccine Mandate in Symbolic Win for Covid-19 https://t.co/su5ao6ogun https://t.co?€?,"Los Angeles, CA, USA",09-Dec-2021
"RT @GregAbbott_TX: Since day one, Texas has taken a stand against the federal government's unconstitutional COVID-19 vaccine mandates.

We?€?","Texas, USA",09-Dec-2021
"RT @nartiles: Yesterday, the Imperial Senate voted 52-48 to repeal The Senile Emperor COVID-19 vaccine mandate for private businesses. 
Onl?€?","Puerto Rico, USA",09-Dec-2021
"10 Reasons to Take the COVID-19 Vaccine ?€? Because I Don?€?t Want You to Kill Me, Others #vaccination, #covid19,?€? https://t.co/fHt5ecBoaF"," USA, Illinois, Chicago",09-Dec-2021
"Extra, Extra, Read All About It! 10 Reasons for Deniers for Getting Your COVID-19 Vaccine. #vaccination, #vaccine,?€? https://t.co/GYhR6CrPbY"," USA, Illinois, Chicago",09-Dec-2021
"We must have our children vaccinated. 

Doctors weigh COVID-19 impact on children as vaccine drives ramp up https://t.co/1fH059FJqw","Florida, USA",09-Dec-2021
"RT @ChuckCallesto: BREAKING REPORT: FDA Says It Now Needs 75 Years to FULLY RELEASE Pfizer COVID-19 Vaccine Data...

Worldwide Life expecta?€?",California USA.  ,09-Dec-2021
"RT @ChuckCallesto: BREAKING REPORT: FDA Says It Now Needs 75 Years to FULLY RELEASE Pfizer COVID-19 Vaccine Data...

Worldwide Life expecta?€?","Ohio, USA",09-Dec-2021
"Anti-Vaxxers and Science Deniers- Not Getting Vaccinated Will Doom Control of COVID-19 : #vaccination, #vaccine,?€? https://t.co/T8cwBDr8DB"," USA, Illinois, Chicago",09-Dec-2021
